,t,df,p_value,diff,se,ci95
0,10.867564452850104,404.7909449218651,0.0,449.1536931414216,41.32974734956622,368.14738833627183
1,10.867564452850104,404.7909449218651,0.0,449.1536931414216,41.32974734956622,530.1599979465714
